age,income,loan_amount,education,marital_status,employment_status,credit_score,income_2,default
36,3597.5680365814915,19837.052339514612,HighSchool,Divorced,Self-Employed,640.6321533407646,15437.71174890591,0
41,36600.61610127674,10680.97782772298,HighSchool,Divorced,Salaried,677.3199563337625,36513.72079349063,1
46,3500.3423188720685,10681.549231349662,HighSchool,Married,Salaried,617.0335841581831,-1020.0528400787625,0
55,80561.10210796261,21718.299926731022,HighSchool,Single,,702.1973381991595,75587.36390682239,0
27,13309.865384210301,-9564.68696878062,HighSchool,Single,Salaried,649.1129461055073,9329.593026201543,0
61,38827.734557429736,10989.447605531092,PostGradute,married,Salaried,574.5940340852014,27568.567628094213,0
20,106046.14082448708,39781.34471832048,Graduate,married,Salaried,616.4998660615836,104684.42095053167,0
38,52616.6020205132,15633.319177417154,PostGradute,Divorced,Salaried,715.4092724985132,50154.83603146158,1
45,38066.781628736586,1747.4967691707157,PostGradute,Married,Salaried,603.1498743318808,39688.36144088945,1
42,,,HighSchool,Single,Salaried,694.7038743618809,,0
33,20248.40506119234,6575.276125123465,Graduate,Divorced,Salaried,656.0836718347286,19892.210987125472,0
37,55355.457528486804,16774.711823628775,HighSchool,Married,Unemployed,641.4149849135443,41413.572741866235,1
35,256974.83373536522,15637.604520142559,HighSchool,Single,Salaried,775.6297075391637,248665.3308086336,0
34,54211.68634826156,15696.211633295112,PostGradute,Married,Salaried,585.7891878535173,46059.553269032134,0
48,40797.77554839906,3845.4995029415095,HighSchool,Single,Self-Employed,612.9933197505109,34597.46888640677,1
43,65587.27620964056,30724.610766593534,PostGradute,Single,Self-Employed,648.8284965508296,59668.55087663845,1
33,31293.646399120444,-17095.15285235032,HighSchool,Married,Salaried,770.7874696025042,19435.546217036994,0
48,3101.342174160877,12796.92783068311,PostGradute,Married,Unemployed,648.9449411603846,33.49252613609042,0
43,41310.71300719805,27640.015073817158,PostGradute,Divorced,Salaried,663.7126469277727,35984.2567981545,0
48,158060.17136476675,62222.90246264092,Graduate,Single,Unemployed,633.2082250206682,148267.99545186505,0
46,9636.958147035177,-22169.85334241815,Graduate,Single,Salaried,667.9314289280952,649.2126534815216,1
24,58559.937923412894,21052.38876715754,HighSchool,Single,Salaried,636.3091296681769,60270.48544504878,1
34,11215.567187112898,2803.616814714101,Graduate,Single,Unemployed,684.7661302216628,12645.071718735117,0
47,38374.97130132232,-4114.505325737694,PostGradute,Single,Self-Employed,688.7093663242747,32136.021759461026,0
46,5083.724185118044,-3279.0197277934058,Graduate,Married,Salaried,638.29474185859,1921.8059144263902,1
39,29925.582892294035,25721.726152690186,Graduate,Married,Salaried,593.7259980951968,32620.045391544827,0
41,70562.83292712283,34655.749970911136,Graduate,Married,Salaried,654.6784923512868,65747.31612516558,0
52,21352.688074272708,-5659.405883575735,Graduate,married,Self-Employed,720.1060874210583,14082.374524540388,1
34,54668.063643804424,-6245.618676728876,Graduate,Married,Salaried,608.6669703110396,51516.701111189825,0
45,79347.13214581751,,Graduate,Single,Salaried,666.695844519665,69940.56037956882,0
37,130986.73463521045,50258.96281727296,Graduate,Single,Salaried,589.7129784993691,120898.03203283755,0
37,13370.584385777782,11156.468572104977,HighSchool,Divorced,Self-Employed,598.0096332761738,12448.934671375942,0
50,25484.30664572674,4929.397099437046,HighSchool,Married,Unemployed,715.0182917651493,29486.148637968698,0
48,8268.26726612014,7916.7983479544555,HighSchool,Divorced,Self-Employed,684.576669132464,17971.477623964543,0
48,244532.74810240275,107787.56553451148,HighSchool,Divorced,Salaried,667.4482565019214,239119.18880419413,1
53,130865.45485792862,67784.00778755356,HighSchool,Divorced,Unemployed,533.9113367845853,123962.90092102019,0
40,38821.77993995613,12389.416301256995,Graduate,Divorced,Self-Employed,622.3553564281647,48167.439948919215,0
46,92268.54960309858,30735.282360722114,HighSchool,Married,Unemployed,680.3407001543344,90446.4688447851,0
36,36798.34776491431,2416.3372797376096,HighSchool,Single,Salaried,577.5467246039505,30059.98768009993,0
43,48853.24243108654,25952.768671457416,Graduate,married,Salaried,632.3057305045702,46883.329571146496,0
38,4667.448977151091,-4468.890774820789,PostGradute,Married,Self-Employed,688.3326855309658,1149.4932939141545,0
40,70380.07175778695,15117.820885680208,Graduate,Single,Salaried,574.4430643327597,60621.53853825817,0
45,6831.866761445356,1747.8751402709647,PostGradute,Married,Self-Employed,566.0356706525602,619.1545360820392,0
31,87454.43674676697,14705.820446282143,Graduate,Married,Unemployed,575.308594187791,82345.54401855641,1
60,76169.45335093325,1250.2781835008027,HighSchool,Divorced,Unemployed,666.7242605805757,76132.01063645363,0
29,61677.75345468045,14699.651838215148,Graduate,Married,,622.1500735568549,63934.882060925935,0
27,1841.518402577656,-112.9396200991859,Graduate,Single,Self-Employed,693.9024313231557,-4474.147101008131,0
51,18057.70200257751,13365.565834692123,HighSchool,married,Salaried,656.0509192617308,15638.5234903432,0
47,15266.006958956374,-713.0919302083375,HighSchool,Divorced,Salaried,744.026735896902,16935.660009683837,0
46,22325.013100975848,16118.844283685045,Graduate,Married,Salaried,588.1258900875326,21968.055424685106,0
46,4586.182028618881,-8167.917174525616,HighSchool,Single,Self-Employed,666.5885852554549,7829.604762422416,0
39,138197.5650446037,69422.99300419888,Graduate,Single,Salaried,610.2392614487675,129114.21826846922,1
31,40349.65093815907,-7263.081394639976,HighSchool,Married,Salaried,680.0106349574015,44696.74456677693,0
40,18229.90609738011,12163.451648975766,Graduate,Single,Self-Employed,655.996794513642,17297.200683465908,0
33,25290.371555329955,13955.052934265763,Graduate,Single,Self-Employed,600.3439588089809,27814.47365616949,0
49,29638.18011213151,4447.906341360304,HighSchool,Married,,642.1423876945562,26252.40253348942,0
38,,,HighSchool,Married,Self-Employed,653.6549038605825,,1
31,36250.41260227198,26459.546601059905,Graduate,Married,Self-Employed,620.0345530002387,26457.762715016004,0
36,125907.85232588233,3721.587788526049,Graduate,Single,Self-Employed,686.3583607491788,115428.68335937835,0
44,34354.62564603948,,PostGradute,Married,,598.4453691665543,31599.575921072897,0
34,242413.16326801176,,HighSchool,Married,Self-Employed,754.5504279016582,230792.81282094633,0
31,95333.25566641401,12251.38409656298,Graduate,Single,Unemployed,697.6845150313427,103972.60063900118,0
42,11691.934191971593,18721.303051357398,HighSchool,Single,Unemployed,667.4370559526768,9197.83751824195,1
42,133389.9730294427,17708.253782347783,HighSchool,Married,Unemployed,792.2657137348596,119837.27321796695,0
34,6185.638975497147,-9401.51647081611,HighSchool,married,Salaried,634.5350587053367,14388.780623996905,0
35,85036.47870053629,13963.792806676003,Graduate,Married,Salaried,680.5687933782174,86178.84352065163,0
42,23952.080933354857,28777.77227712528,HighSchool,Single,Salaried,661.1340231799604,16971.915869657798,0
25,105176.1884121618,3334.117750099478,HighSchool,Single,Salaried,689.8733846603913,102243.68934095025,1
25,101269.14595778134,26428.6273553242,Graduate,Divorced,Salaried,724.805818353331,100381.72077653985,0
32,81975.63291787238,49893.96013839543,Graduate,Single,Salaried,677.4474688305679,78695.97683947734,0
37,78039.63467821306,50667.709201373276,HighSchool,Married,Salaried,702.08969476576,75766.76254629162,0
43,18169.093479589337,6312.188687356629,HighSchool,Married,Self-Employed,622.4806004826704,14099.357964314268,0
54,4219.066460037473,-11651.815057001186,HighSchool,Single,Self-Employed,639.6924925768101,6527.059798147635,0
48,25790.24823711498,24449.247731065083,HighSchool,Divorced,Salaried,731.9143780131502,22043.964427353254,0
38,9529.251168332878,19561.532610512582,Graduate,Married,Self-Employed,679.842808176468,-4174.182118553907,0
39,59364.1575488737,21472.534445460315,HighSchool,Married,Self-Employed,662.4161822429094,57377.27953176056,1
29,21240.02131065532,,Graduate,Single,Self-Employed,612.3377895458241,11798.273672384243,0
39,185679.51510635414,20391.157480606922,PostGradute,Single,Unemployed,698.3298040567475,181463.01016832507,1
37,51217.755726806216,8836.144030792784,HighSchool,Married,Salaried,610.926728950877,43002.76722328974,0
43,86433.75877049688,13116.200190702766,PostGradute,Married,Salaried,596.1917072114948,69847.0497873702,0
31,7108.410438327972,,HighSchool,Single,Salaried,655.746287551446,-2093.465887869993,0
45,99030.32716682255,28338.6643962365,HighSchool,Single,Salaried,529.8753733235654,93871.4275170385,1
55,128040.07243080664,30574.84309743657,HighSchool,Single,Self-Employed,680.5538358185487,122570.60787046664,0
38,33380.00702741247,17623.41720197354,HighSchool,married,Salaried,668.8472098370644,24647.822594489844,0
44,46602.327491249525,20222.21035578119,HighSchool,Married,Salaried,632.359822068207,38910.26984297564,0
46,72368.03671659189,23458.203557446548,HighSchool,Divorced,Salaried,636.8940920719981,68709.29044133038,1
35,9608.815422728963,19077.46602786015,Graduate,Single,Salaried,644.03395476668,13989.513441445672,1
42,34914.627410819725,4778.986511308005,PostGradute,married,Self-Employed,610.5436311226329,27118.485136589294,0
40,25429.99078347839,5493.598262039703,Graduate,Single,Self-Employed,659.2286313749147,26054.367556893943,1
40,7913.105552263051,-1671.4754919417915,HighSchool,Married,Salaried,637.5302534807242,-1176.002870245824,0
32,22906.474122836575,-4260.562853264955,Graduate,Divorced,Salaried,655.6226076644309,23340.59410021741,1
40,3530.3681352055105,4985.745053138822,Graduate,Single,Salaried,642.2135707332628,7132.81013372495,0
44,1307.5439984406323,25688.20249977302,Graduate,Married,Salaried,632.3735663754376,3863.19985213113,0
54,7260.901616428179,-16951.476109607018,Graduate,Single,Unemployed,663.9246311718819,11869.845439045255,0
49,164997.6669988554,54238.78073506009,PostGradute,Single,Salaried,689.0549921465755,161386.49565155682,0
61,39873.13832790614,11465.424927934593,HighSchool,Married,Self-Employed,623.7615427416051,47114.14049126143,0
32,168808.8915942053,24520.867858892292,Graduate,Married,Unemployed,669.7736645822979,160911.53910979046,0
48,28325.539550412494,,HighSchool,Married,Salaried,675.9715205257096,36158.71950137708,0
41,18684.961416535203,-8682.370783745057,PostGradute,Married,Salaried,585.8068058996714,13030.217895275528,0
61,35275.34873886499,16412.381670620674,HighSchool,Married,,698.8272237576904,32484.872583314365,0
31,28947.344531327417,4667.419167512982,HighSchool,Single,Unemployed,752.8225665327994,26924.96143956071,1
31,5583.725029919597,-19424.458140962954,HighSchool,Single,Salaried,645.5952154668727,90.61648247280573,1
34,51197.460219874636,37496.08225531204,Graduate,married,Self-Employed,641.4402295647985,36834.29287281031,1
18,12169.748099916533,11976.413565448594,HighSchool,Single,Unemployed,639.3496919202327,15907.752503978958,0
34,48325.014225288185,6129.092903838468,HighSchool,Married,Salaried,681.0302877399652,41259.09274451048,0
32,52519.84196623098,16181.016495852236,PostGradute,Single,Unemployed,675.5389263324906,47889.7048315047,1
41,8245.197577722322,11996.7162144407,PostGradute,Married,Salaried,570.4669398839574,15755.864022689679,1
43,3165.6104475265693,2588.3542641440727,HighSchool,Married,Self-Employed,606.6939474882919,5867.755302514299,0
58,75879.77466119651,27567.795583871193,HighSchool,Single,,675.3656424945843,80786.84320181182,0
49,30790.831104569315,9757.04194933769,Graduate,Single,Unemployed,642.7489115060124,29853.94471982221,0
34,2996.1950051907925,14098.011989892155,PostGradute,Married,Salaried,591.694104638024,5623.848891419797,0
31,263596.59883683326,62546.40280175939,Graduate,Single,Salaried,725.0130090144008,249213.41110749033,0
44,2975.8540712211843,3016.9953715874763,Graduate,Single,Self-Employed,610.014336687101,-1416.4201262224833,0
26,59377.95067500756,-1252.1101931869325,HighSchool,Married,Self-Employed,651.7888560998464,59168.01791193374,1
58,205764.90388284766,24629.727678789426,Graduate,Single,Self-Employed,641.4240444285514,193297.1526395528,0
51,13667.930847857351,-2773.904398503306,Graduate,Divorced,,596.0655599524721,16207.144136683106,0
35,7672.0930616792475,-3701.4519616547877,Graduate,Married,Unemployed,659.2477401090216,4436.143318654189,0
22,6470.420301200467,-5533.746902149402,HighSchool,Single,Salaried,669.6053441749709,5269.983022712859,1
53,18068.23529705549,-8574.109290281334,PostGradute,Married,Salaried,626.6161984085186,16688.411005699836,0
38,5326.160177578075,23563.783338175665,Graduate,Married,Salaried,633.1903867805258,10444.677293927467,0
52,58908.97349640917,33802.548968832816,HighSchool,Single,Self-Employed,680.0243521381307,53841.78161546002,0
24,3215.8231899763546,20249.969274018877,Graduate,Married,Self-Employed,551.2430867168306,8989.982628440626,0
34,35608.56262173184,228.54944529743443,Graduate,Single,Self-Employed,607.7498074876139,29303.875788642246,0
40,285643.9943399967,128045.00312341738,Graduate,Single,Salaried,660.6717448266189,272711.08258134493,0
40,,,Graduate,Single,Salaried,623.6630636504942,,0
35,47754.103830993685,8915.567515862862,Graduate,Single,Salaried,622.9485468135274,50945.12775064255,0
46,18282.441654349263,-108.2121138369148,PostGradute,Single,Self-Employed,695.0846273098084,13275.002093954194,0
29,48894.45714095118,32085.250066910303,HighSchool,Married,Salaried,618.3337858981159,42866.070564792775,0
38,37437.37779397671,6404.769114623988,HighSchool,Married,Salaried,748.9589125556912,29283.996736801673,0
41,27763.558065834786,21316.09221792825,HighSchool,Married,Salaried,562.2743711055541,26890.583234973154,1
45,7003.946293017256,7832.063252920929,Graduate,Married,Self-Employed,539.4003083388966,9608.992502613142,0
47,108843.55299060237,43885.39023173667,Graduate,Divorced,Salaried,693.9468080734229,105817.02125952624,0
28,29872.27648963911,-4675.484866532852,PostGradute,Married,Unemployed,600.8024370313976,27657.47286547188,0
24,10822.20910307068,17692.545608781475,Graduate,Married,Self-Employed,601.6463205863503,6978.392990230557,0
52,22924.259169146764,22276.76868537439,Graduate,Single,Self-Employed,699.2366636909838,20384.646622149947,0
43,26732.8467310067,-3404.4631487231572,PostGradute,Divorced,Self-Employed,625.1365706976769,24193.55677978035,0
32,87878.88755452666,37407.905607845816,HighSchool,Single,Salaried,695.5180907932453,84747.99531391033,0
55,66140.51614296391,15574.584270874911,Graduate,Single,Salaried,619.479402862377,63752.754388181835,1
41,,,HighSchool,Married,,668.1265760987653,,1
51,554.6280010766932,-7966.229883987791,Graduate,Single,Self-Employed,624.428876001079,725.0769264302742,1
40,26905.90132204877,2489.7448859122533,Graduate,Single,,604.0093862064856,27364.611098272377,0
60,32825.73605190803,34342.888002816675,Graduate,Married,Self-Employed,736.5300678767359,31541.728281338936,0
57,968.941973322315,380.87861146599147,HighSchool,Married,Salaried,705.8231088179913,-713.1729251704488,0
37,,,HighSchool,Married,Salaried,613.667965853366,,0
49,71416.2340857189,756.5948082816976,Graduate,Divorced,Self-Employed,641.0801981592781,65742.11941169086,0
46,7373.385866694463,-5719.929685125186,Graduate,Single,Salaried,723.811339920564,6713.630316922985,0
53,38319.25226324291,24994.69593343726,HighSchool,Single,Salaried,600.5889792469239,42199.63234246928,0
30,12116.437803844688,-9000.41047122678,PostGradute,Married,Unemployed,603.2945981595956,9083.81877219006,0
46,609.741512438881,-4000.1601879360196,HighSchool,Single,Salaried,673.5030236152427,2515.974115582274,0
50,13800.948092514967,6918.865810775727,Graduate,Married,Salaried,763.524728013061,704.1551754578995,0
22,186222.7511571439,32202.27592156619,Graduate,Single,Unemployed,652.6915775933725,175984.8940460023,0
28,80857.65789807736,22477.99011091387,Graduate,Married,Unemployed,702.490561974335,74354.18135471591,1
19,,,PostGradute,Married,Salaried,599.1280121855666,,0
37,33457.2812055584,19603.99315720829,Graduate,Married,Unemployed,668.0526170968017,30603.233263620747,0
47,5811.872709759626,9435.485546101914,Graduate,Married,Unemployed,632.0192644074219,6228.867949643547,0
55,39699.17385008472,-1516.6348437879424,HighSchool,Married,Salaried,743.3312539313374,35820.88372744073,0
40,30291.381554346426,2080.2722854993476,HighSchool,Single,Salaried,729.9345422206566,30708.48597220833,0
56,93009.54436999046,44907.99107363051,HighSchool,Single,Salaried,763.9708368425681,79785.85714405648,1
26,5161.615804331192,10699.980365865622,Graduate,Single,Self-Employed,615.2255355451296,5460.596494516778,1
22,33495.08678149231,-7976.067784893265,HighSchool,Married,Salaried,651.7749103702971,27134.93619333482,0
39,8128.8091858962225,6620.456547651243,HighSchool,Single,,668.7583462162031,13561.701442971747,0
43,19628.12975068522,-14245.769553629169,HighSchool,Married,Self-Employed,617.1766181837058,13880.653333751146,0
39,66847.99390123955,25009.530792717927,HighSchool,Single,Self-Employed,656.5527599863701,68481.69762627779,0
19,32314.909664580886,33032.937749464385,HighSchool,Married,,695.4489018179415,30641.50097537818,1
39,23571.29482107963,-5521.510158779814,PostGradute,Divorced,Unemployed,622.4817236134248,13248.91596424918,0
26,25083.07700792891,-5642.837874814415,Graduate,Single,Salaried,614.8321770131487,19447.586411626842,1
46,30758.108045846162,20301.59723277713,Graduate,Single,Salaried,611.5172111915067,33459.20776420045,0
43,76859.7100947232,11002.422794467564,Graduate,Single,Self-Employed,582.8148807605656,76971.76871423498,0
30,111320.42581618733,35958.162206043795,HighSchool,Married,Salaried,692.6996433546759,99257.65066172589,0
34,155427.903151115,73616.26980219301,PostGradute,Married,Salaried,614.716583213706,155470.78662177216,0
29,77300.48152278487,26210.258408860835,HighSchool,Single,Self-Employed,609.4446334875599,73312.6364115962,0
39,18946.531280202562,6817.394704536068,HighSchool,Married,Unemployed,676.453491758637,22423.43298719724,0
49,58259.196734051024,25757.035654765332,Graduate,Single,Salaried,649.4691989558743,49287.030149632716,0
30,28777.374668244694,12716.247040132213,HighSchool,Married,Self-Employed,623.7234819947452,25058.76085396714,0
45,14696.452012448884,6500.355543243534,Graduate,Married,Salaried,690.5314405333002,16041.150763115715,0
34,91902.18630952892,11448.812979682054,HighSchool,Married,Self-Employed,621.7276934046288,85741.25972907431,0
32,1959.2058371878027,4345.273909639699,Graduate,Single,Salaried,541.1524513853027,-12742.709677025357,0
38,,,HighSchool,Divorced,Unemployed,716.6621494352906,,0
29,30946.29674196398,19077.10803887158,HighSchool,Married,Salaried,608.5902262155336,19575.49118273807,0
34,50695.38156672787,11926.250045106754,Graduate,Single,Self-Employed,614.0522910572367,42807.14978043885,0
28,53845.561785813115,16327.591462250719,HighSchool,Single,Salaried,614.2731469510975,44138.944732794895,1
59,112745.84490295104,17381.518871763714,HighSchool,Married,Salaried,652.9800494487318,112771.3299432195,0
40,50622.144600213556,5764.86335735376,HighSchool,Divorced,Salaried,636.2878771396855,55322.81289492198,0
33,47587.2932055436,-2747.0393676331314,Graduate,Divorced,Salaried,699.4035556429069,46915.74820402046,0
42,3448.86003909527,-10211.569032984567,Graduate,Married,Salaried,732.2556996255203,2126.0735272795355,1
38,36532.90209946091,7475.669160112087,HighSchool,Divorced,Salaried,616.0400260783816,34847.95089190584,0
37,8135.888687831075,4915.882339689209,PostGradute,Single,Self-Employed,603.0996287984125,13388.368428519992,0
46,66862.59595713725,38076.65379529114,PostGradute,Single,Self-Employed,623.9049312656415,53602.32469271685,0
47,35894.73661627142,11955.015883293407,Graduate,Divorced,Salaried,671.9529145660151,28724.49033306708,0
34,57007.31733357541,24809.424534782906,Graduate,Married,Self-Employed,644.181951561871,59177.16348085645,0
34,2128.3059708177175,5900.632707078644,HighSchool,Married,Salaried,624.9794244895243,8083.245562766498,0
37,4430.196733423926,6420.05604895485,Graduate,Married,Self-Employed,585.1494751616768,7157.293396819521,1
16,62996.018999146334,20371.208626297095,HighSchool,married,Salaried,539.5555578599784,54621.36021993004,1
24,3740.721481731317,2161.9574867622237,HighSchool,Married,Self-Employed,599.7641222399284,8501.430313011939,0
53,3696.146343450604,5101.271487086226,PostGradute,Divorced,Salaried,713.220793092594,10318.502482672331,0
56,609.1190004897985,202.50636963371008,Graduate,Married,,671.7996386532099,4169.914387986262,0
37,156751.32431098947,45136.32861007129,HighSchool,Single,Salaried,640.4232338631233,136443.7098795368,0
45,66876.80215078304,34969.40914645935,HighSchool,Divorced,Salaried,686.4893398278695,64155.93608782377,0
43,21789.88178668496,24566.003815302454,Graduate,Single,Salaried,585.605842244929,23626.588018809787,0
70,17586.89906150494,4471.050379742711,HighSchool,Divorced,Unemployed,652.8375025777812,14129.46745681837,0
51,21516.322533344002,229.54902678791132,HighSchool,Married,Self-Employed,560.6822437830028,21373.89102716475,0
38,74505.80998658252,40193.13078286671,HighSchool,Married,Self-Employed,667.3009513076742,68213.22368047253,0
30,54142.45088142516,18608.72917763616,HighSchool,Married,Unemployed,662.9757588022715,47127.36135792017,0
23,10240.357755499981,16422.4096564116,Graduate,Single,Unemployed,664.1654111594324,17281.29395399217,0
42,9564.644072751096,-11383.506328456433,HighSchool,Single,Self-Employed,708.3809039979913,10161.755220374871,0
32,5178.974559716974,8526.260650026248,Graduate,married,Salaried,688.7997398264555,-609.872399102358,0
25,53985.02050167564,12749.878328462355,HighSchool,married,Unemployed,589.5543192336368,44402.76931889777,1
33,72275.1899611858,34003.29772652833,Graduate,Single,Salaried,709.1359663940339,64356.519936417186,1
29,15397.397477679515,,PostGradute,married,Self-Employed,639.5274025840669,10349.660730007352,0
56,1058.3709225807563,10761.336468548825,Graduate,Divorced,Self-Employed,551.4925749167733,1738.103766558405,0
48,4287.2453728468045,10760.39317691164,PostGradute,Married,Self-Employed,644.5622187546097,6500.666715148592,0
39,171882.75014186715,11609.210389821,PostGradute,Single,Self-Employed,682.3564545071173,165711.04688394352,0
54,17509.42826518127,12653.162048208495,HighSchool,Divorced,Self-Employed,599.3074051527024,12883.39691614825,0
40,73315.20216520102,8767.809066612372,Graduate,Married,,716.6429121853595,74252.59562985854,0
31,48996.6252744019,9759.663750425625,PostGradute,Divorced,Salaried,603.8341720423919,52686.01558636407,0
55,24058.457791466288,5345.090435430657,HighSchool,Divorced,Salaried,625.945402123219,21555.718066796253,0
45,11513.900947795177,1809.4617915562255,HighSchool,Divorced,Self-Employed,616.7631232129465,5777.8519147952975,1
29,6470.504452855058,13259.218496507036,PostGradute,Married,,564.5511894410096,6648.391802921031,0
38,47727.281423974026,5863.3127526058415,Graduate,Single,Salaried,600.3433188639817,56141.29859309116,0
31,74501.42791704588,1246.0116282297731,HighSchool,Single,Salaried,614.4070347747115,65484.86868181582,0
26,51627.78167818545,4268.883864760888,HighSchool,Single,Salaried,643.4947233076808,46415.57607944202,0
49,37783.28138432362,20271.689092167908,Graduate,Single,Salaried,499.92627540594486,36181.28761659561,0
59,2142.829365455452,13157.244491834126,Graduate,Married,Unemployed,685.8276511679915,4744.00801976237,0
26,172870.5764876777,90236.99745973965,Graduate,Married,Self-Employed,685.3336850721836,154299.14769569083,0
45,80151.472442218,13608.133451177824,Graduate,Divorced,Self-Employed,709.0730622794689,82673.33729160797,1
33,17323.64643188236,28513.206671618667,Graduate,Single,Self-Employed,575.41722609583,22918.92385369534,0
35,195527.02863586092,84635.61470557933,Graduate,Married,Self-Employed,635.3584290084082,183626.7090001142,1
34,46050.290223474,23368.571447273673,Graduate,Single,Salaried,697.071781007478,57280.86717896162,0
31,43664.275102242515,8078.226370655082,Graduate,Single,Salaried,701.3747908863938,47619.58826175935,0
40,68930.83141025073,18637.408128379997,Graduate,Single,Salaried,723.9465469126278,71356.53950467923,0
31,83504.47669219384,21076.642800240705,HighSchool,Married,Salaried,655.1357487286106,85267.0188064892,0
42,53425.29453740248,23005.122400396627,HighSchool,Single,Salaried,647.2013071029073,56547.61010407255,1
39,6853.783099019248,12233.175158419415,PostGradute,Married,Salaried,572.102540190583,6401.546502656888,0
37,20644.694615775414,16352.20130229531,HighSchool,Single,Salaried,703.2438097113655,19007.659909322374,0
30,131612.57532121032,13304.11822380683,HighSchool,Divorced,Salaried,626.9842879166977,120314.09621654899,0
66,12719.819393547197,-3374.434378753294,HighSchool,Divorced,Self-Employed,651.6970488717865,9196.969572721397,0
47,23274.055470633983,13185.185082786458,Graduate,married,Salaried,648.3585286378011,20555.86428567469,0
45,28288.46133593655,13822.604918884717,HighSchool,Divorced,Unemployed,530.2673870783956,27201.338520088557,0
30,28937.827046166647,4632.738092161459,HighSchool,Divorced,Salaried,609.4272137981642,35482.415931375835,1
40,47458.72402761159,31811.835720096085,HighSchool,Divorced,Self-Employed,672.6940685018257,34573.31371910029,0
47,143301.7691890098,,Graduate,Married,Unemployed,647.5707098609408,142861.35210994736,0
23,13767.436213709321,-7330.835926604231,HighSchool,Single,Unemployed,673.0911487918205,8019.6845103929245,0
45,6477.046900247617,-6466.152220303965,HighSchool,Single,Unemployed,689.1923470155692,5630.595338016303,0
33,10999.332594693238,1026.7477854868416,HighSchool,Single,Salaried,608.837970967876,6827.376682650568,0
67,108985.1540550276,38535.90104706031,PostGradute,Married,Salaried,624.2424859677097,112807.28089960452,1
32,51896.20405381139,16629.719314103404,HighSchool,Married,Salaried,642.94064372206,46801.604996291295,0
21,16837.08889395092,16129.408192746021,HighSchool,Divorced,Salaried,688.6749477272078,18602.47408239943,0
23,84626.55938873602,32360.350780465247,Graduate,married,Salaried,638.295098089652,83261.56481068037,0
40,98797.33695998476,30251.371912990504,PostGradute,Married,Unemployed,560.9451422985562,88057.43636138272,1
42,93707.40639905377,412.14514298858194,Graduate,Married,Self-Employed,640.0908564327466,88538.18431840888,1
30,,,PostGradute,married,Self-Employed,686.6635225484353,,0
46,14533.728620730772,5854.27159403187,Graduate,Single,Unemployed,717.8509711409149,9440.868135479319,0
23,70333.41104115277,-568.1944989784097,HighSchool,Married,Self-Employed,664.0287962092386,70961.56853650147,0
39,30859.28539260571,14227.84868961283,Graduate,Single,Self-Employed,575.7001661800351,27660.921266470785,1
27,92257.55435367259,24604.257447030937,HighSchool,Married,Self-Employed,629.6814627092468,93462.94675117198,0
33,65187.94009673784,46940.81258426668,Graduate,Single,Salaried,673.7528573844601,70666.02780134689,0
40,74905.43769327964,55210.03610531644,HighSchool,Divorced,Salaried,693.3107379078635,61120.96631029341,0
79,53379.20953421046,4740.022023899916,HighSchool,Married,,675.3535793611572,44019.573606955026,0
36,9766.009881197293,1548.4800760839726,PostGradute,Single,Unemployed,637.4196230975904,7085.161318488617,0
50,39375.85120961023,21113.851279545008,HighSchool,Single,Unemployed,692.92577148878,44734.18075335112,1
34,208896.32975084728,98501.80242864457,PostGradute,Married,Salaried,617.9717453702467,201113.84353664462,0
48,138539.96940037163,29298.419597681575,HighSchool,married,Unemployed,659.2324536437069,125389.21293549731,0
28,2206.6723058793036,,HighSchool,Married,Salaried,687.4893705953367,5490.940317797822,0
45,9005.090057537745,-2520.879531214264,PostGradute,Married,Salaried,678.8317903501783,3986.16189165192,1
54,7062.557007634263,8969.374593947166,Graduate,Single,Salaried,679.9547485112637,11062.088828329328,1
15,64727.69270301935,19568.079854921758,Graduate,Married,Salaried,678.6957496810086,64186.133054638325,0
32,85128.4890347923,37530.98744293385,HighSchool,Married,Salaried,597.5653061353685,76281.50551092853,1
45,12008.850417502643,-6760.597342498046,Graduate,Married,Salaried,650.8778774964912,11078.635729018037,0
37,35246.08069197645,-5687.120799386426,Graduate,Single,Salaried,604.5377270778971,39607.1954653239,0
43,91849.25352389019,50445.74119119237,Graduate,Married,Salaried,635.52629718235,77796.60431187942,0
33,65988.18093235882,8121.83493818571,HighSchool,Married,Self-Employed,591.5580034997904,64194.315921334455,1
40,39070.207247689745,-13227.779408900413,PostGradute,married,Self-Employed,667.2483353175977,31582.200275887044,1
38,44622.32522850161,14648.003169867356,Graduate,Divorced,Salaried,551.7424126409693,42310.27092083248,0
51,35500.4825034203,22013.256886415464,PostGradute,Married,Salaried,680.8640596304233,36014.26956253569,0
42,17658.942500081026,4024.6224878956596,Graduate,Married,Self-Employed,650.7673893909516,26841.84024471868,0
43,41622.990373407774,7628.388144443759,Graduate,Single,Self-Employed,745.1079822038766,39410.35195054728,1
35,58379.68155484062,23818.59585495919,HighSchool,Divorced,Salaried,639.7699923989394,62788.32577320822,0
35,103305.70375537263,21558.771446084196,HighSchool,Married,Self-Employed,639.7551651402342,93937.92763385897,0
35,50570.10774374272,8968.503392061066,PostGradute,Single,,684.1266141264704,45566.5020416382,0
43,71590.0189792763,11661.460496421154,HighSchool,Single,Salaried,642.6753642710779,70945.8110095559,0
